"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ServiceRequestCabaRecupero","ServiceRequest.performer","ServiceRequest.performer","","request recipient
","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://recuperocaba.gob.ar/StructureDefinition/PractitionerCabaRecupero]]}
","ProfesionalFirmante","The desired performer for doing the requested service.  For example, the surgeon, dermatopathologist, endoscopist, etc.","If multiple performers are present, it is interpreted as a list of *alternative* performers without any preference regardless of order.  If order of preference is needed use the [request-performerOrder extension](http://hl7.org/fhir/R4/extension-request-performerorder.html).  Use CareTeam to represent a group of performers (for example, Practitioner A *and* Practitioner B).","","","","","","","","",,,,,"",,,,"ServiceRequest.performer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ServiceRequestCabaRecupero","ServiceRequest.locationCode","ServiceRequest.locationCode","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Requested location","The preferred location(s) where the procedure should actually happen in coded or free text form. E.g. at home or nursing day care center.","","","","","","","","","",,"example","A location type where services are delivered.","http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType","",,,,"ServiceRequest.locationCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ServiceRequestCabaRecupero","ServiceRequest.locationCode.id","ServiceRequest.locationCode.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ServiceRequestCabaRecupero","ServiceRequest.locationCode.extension","ServiceRequest.locationCode.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ServiceRequestCabaRecupero","ServiceRequest.locationCode.coding","ServiceRequest.locationCode.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ServiceRequestCabaRecupero","ServiceRequest.locationCode.text","ServiceRequest.locationCode.text","","","",1,1,"","","Y","string {[]} {[]}
","DatosContexto.desAreaJerarquicaSolicitud","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ServiceRequestCabaRecupero","ServiceRequest.locationReference","ServiceRequest.locationReference","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Requested location","A reference to the the preferred location(s) where the procedure should actually happen. E.g. at home or nursing day care center.","","","","","","","","","",,,,,"",,,,"ServiceRequest.locationReference",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ServiceRequestCabaRecupero","ServiceRequest.reasonCode","ServiceRequest.reasonCode","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Explanation/Justification for procedure or service","An explanation or justification for why this service is being requested in coded or textual form.   This is often for billing purposes.  May relate to the resources referred to in `supportingInfo`.","This element represents why the referral is being made and may be used to decide how the service will be performed, or even if it will be performed at all.   Use `CodeableConcept.text` element if the data is free (uncoded) text as shown in the [CT Scan example](http://hl7.org/fhir/R4/servicerequest-example-di.html).","","","","","","","","",,"example","Diagnosis or problem codes justifying the reason for requesting the service investigation.","http://hl7.org/fhir/ValueSet/procedure-reason","",,,,"ServiceRequest.reasonCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ServiceRequestCabaRecupero","ServiceRequest.reasonReference","ServiceRequest.reasonReference","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition], CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation], CanonicalType[http://hl7.org/fhir/StructureDefinition/DiagnosticReport], CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","Explanation/Justification for service or service","Indicates another resource that provides a justification for why this service is being requested.   May relate to the resources referred to in `supportingInfo`.","This element represents why the referral is being made and may be used to decide how the service will be performed, or even if it will be performed at all.    To be as specific as possible,  a reference to  *Observation* or *Condition* should be used if available.  Otherwise when referencing  *DiagnosticReport*  it should contain a finding  in `DiagnosticReport.conclusion` and/or `DiagnosticReport.conclusionCode`.   When using a reference to *DocumentReference*, the target document should contain clear findings language providing the relevant reason for this service request.  Use  the CodeableConcept text element in `ServiceRequest.reasonCode` if the data is free (uncoded) text as shown in the [CT Scan example](http://hl7.org/fhir/R4/servicerequest-example-di.html).","","","","","","","","",,,,,"",,,,"ServiceRequest.reasonReference",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ServiceRequestCabaRecupero","ServiceRequest.insurance","ServiceRequest.insurance","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Coverage], CanonicalType[http://hl7.org/fhir/StructureDefinition/ClaimResponse]]}
","Associated insurance coverage","Insurance plans, coverage extensions, pre-authorizations and/or pre-determinations that may be needed for delivering the requested service.","","","","","","","","","",,,,,"",,,,"ServiceRequest.insurance",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
